%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2020 187 9 0 -999.00 35.53 92.00 -999.00 -999.00 0.69000 89.19 14.21 98.91 0.00 331.17 2020.00 361.66 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 10 0 -999.00 59.70 105.40 -999.00 -999.00 2.72000 82.51 14.77 98.88 0.01 544.38 2020.00 351.65 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 11 0 -999.00 60.78 102.01 -999.00 -999.00 3.22000 81.71 15.13 98.87 0.02 563.71 2020.00 356.31 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 12 0 -999.00 54.18 99.47 -999.00 -999.00 5.18000 82.35 15.52 98.85 0.04 515.05 2020.00 346.08 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 13 0 -999.00 31.61 76.40 -999.00 -999.00 5.59000 84.98 15.53 98.84 0.01 355.37 2020.00 355.25 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 14 0 -999.00 29.77 69.09 -999.00 -999.00 5.52000 86.62 15.60 98.74 0.03 337.75 2020.00 360.74 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 15 0 -999.00 39.53 78.81 -999.00 -999.00 5.53000 86.77 15.74 98.69 0.01 438.64 2020.00 336.82 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 16 0 -999.00 13.25 52.74 -999.00 -999.00 8.27000 88.97 15.61 98.57 0.57 187.22 2020.00 366.27 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 17 0 -999.00 -8.57 37.57 -999.00 -999.00 12.38000 94.68 15.11 98.38 1.53 36.50 2020.00 378.37 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 18 0 -999.00 -14.28 38.01 -999.00 -999.00 16.46000 94.49 15.42 98.23 2.09 24.48 2020.00 376.14 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 19 0 -999.00 -32.93 52.62 -999.00 -999.00 18.45000 93.78 15.95 98.12 1.39 5.66 2020.00 385.41 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 20 0 -999.00 -38.55 46.17 -999.00 -999.00 19.19000 93.15 16.33 98.05 1.30 0.59 2020.00 391.36 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 21 0 -999.00 -46.77 52.08 -999.00 -999.00 19.22000 92.85 16.36 98.05 0.50 0.00 2020.00 380.03 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 22 0 -999.00 -40.04 52.82 -999.00 -999.00 16.04000 92.37 16.11 97.99 0.34 0.00 2020.00 378.64 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 23 0 -999.00 -48.75 50.58 -999.00 -999.00 16.57000 89.90 16.11 97.99 0.12 0.00 2020.00 334.64 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 188 0 0 -999.00 -46.93 62.00 -999.00 -999.00 16.85000 90.40 15.61 97.99 0.24 0.00 2020.00 331.23 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 188 1 0 -999.00 -36.03 67.02 -999.00 -999.00 15.80000 89.59 15.48 98.00 0.14 0.00 2020.00 349.91 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 188 2 0 -999.00 -41.99 79.00 -999.00 -999.00 15.56000 86.29 15.53 98.01 0.08 7.83 2020.00 343.54 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 188 3 0 -999.00 -46.80 105.14 -999.00 -999.00 15.98000 83.52 15.40 98.02 0.07 51.37 2020.00 326.95 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 188 4 0 -999.00 -32.25 129.91 -999.00 -999.00 16.19000 81.12 15.37 98.03 0.09 122.58 2020.00 337.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 188 5 0 -999.00 -10.60 148.19 -999.00 -999.00 18.56000 77.22 15.28 98.07 0.10 237.42 2020.00 323.34 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
